取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-08-23T00:14:19.379792+09:00,天津,ZBTJ,26,24,140,1,,9999,1009,,,ZBTJ 221500Z 14001MPS CAVOK 26/24 Q1009 NOSIG
2026-08-23T00:37:11.156319+09:00,天津,ZBTJ,26,25,,1,,9999,1009,,,ZBTJ 221530Z VRB01MPS CAVOK 26/25 Q1009 NOSIG
2026-08-23T00:53:46.602806+09:00,天津,ZBTJ,26,25,,1,,9999,1009,,,ZBTJ 221530Z VRB01MPS CAVOK 26/25 Q1009 NOSIG
2026-08-23T01:16:09.870986+09:00,天津,ZBTJ,26,25,120,2,,9999,1009,,,ZBTJ 221600Z 12002MPS CAVOK 26/25 Q1009 NOSIG
2026-08-23T01:43:02.688931+09:00,天津,ZBTJ,26,26,120,2,,9999,1009,,,ZBTJ 221630Z 12002MPS CAVOK 26/26 Q1009 NOSIG
2026-08-23T02:14:55.710518+09:00,天津,ZBTJ,26,26,120,2,,9999,1009,,,ZBTJ 221700Z 12002MPS CAVOK 26/26 Q1009 NOSIG
2026-08-23T02:38:36.096600+09:00,天津,ZBTJ,26,26,110,2,,9999,1008,,,ZBTJ 221730Z 11002MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T02:55:22.126568+09:00,天津,ZBTJ,26,26,110,2,,9999,1008,,,ZBTJ 221730Z 11002MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T03:20:30.509392+09:00,天津,ZBTJ,26,26,120,2,,9999,1008,,,ZBTJ 221800Z 12002MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T04:00:33.691238+09:00,天津,ZBTJ,26,26,110,2,,9999,1008,,,ZBTJ 221830Z 11002MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T04:38:06.013448+09:00,天津,ZBTJ,26,26,120,1,,9999,1008,,,ZBTJ 221930Z 12001MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T04:53:11.574463+09:00,天津,ZBTJ,26,26,120,1,,9999,1008,,,ZBTJ 221930Z 12001MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T05:15:14.417802+09:00,天津,ZBTJ,26,26,80,2,,9999,1008,,,ZBTJ 222000Z 08002MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T05:41:41.018471+09:00,天津,ZBTJ,26,26,60,2,,9999,1008,,,ZBTJ 222030Z 06002MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T06:15:22.099558+09:00,天津,ZBTJ,26,26,100,2,,9999,1008,,,ZBTJ 222100Z 10002MPS 080V140 CAVOK 26/26 Q1008 NOSIG
2026-08-23T06:38:33.095146+09:00,天津,ZBTJ,25,25,120,1,,9999,1008,,,ZBTJ 222130Z 12001MPS CAVOK 25/25 Q1008 NOSIG
2026-08-23T06:55:02.647249+09:00,天津,ZBTJ,25,25,120,1,,9999,1008,,,ZBTJ 222130Z 12001MPS CAVOK 25/25 Q1008 NOSIG
2026-08-23T07:15:00.254047+09:00,天津,ZBTJ,26,26,100,1,,9999,1008,,,ZBTJ 222200Z 10001MPS CAVOK 26/26 Q1008 NOSIG
2026-08-23T07:40:38.059267+09:00,天津,ZBTJ,26,26,120,1,,9999,1009,,,ZBTJ 222230Z 12001MPS CAVOK 26/26 Q1009 NOSIG
2026-08-23T08:14:26.492713+09:00,天津,ZBTJ,27,26,,2,,9999,1009,,,ZBTJ 222300Z VRB02MPS CAVOK 27/26 Q1009 NOSIG
2026-08-23T08:37:12.947398+09:00,天津,ZBTJ,28,26,120,3,,9999,1009,,,ZBTJ 222330Z 12003MPS CAVOK 28/26 Q1009 NOSIG
2026-08-23T08:53:49.179540+09:00,天津,ZBTJ,28,26,120,3,,9999,1009,,,ZBTJ 222330Z 12003MPS CAVOK 28/26 Q1009 NOSIG
